序号,股票代码,股票简称,,上市日期,上市首日换手率(%),发行价(元),上市日期,CPI,PPI,板块涨幅,第一日涨幅,第二日涨幅,第三日涨幅,Max_Close_7,Max_Date_7,天数_7,收益率_7,Max_Close_30,Max_Date_30,天数_30,收益率_30,Max_Close_90,Max_Date_90,天数_90,收益率_90
476,688662,富信科技,2021/4/30,20210401,75.68,15.61,2021/4/1,0.9,6.8,3.18%,129.98,0.06,-0.07,37.28,2021/4/2,1,1.39,37.28,2021/4/2,1,1.39,44.52459717,2021/5/14,43,1.852312439
477,688663,新风光,2021/4/30,20210413,74.86,14.48,2021/4/13,0.9,6.8,-1.42%,53.66,-0.11,0.00,21.91,2021/4/19,6,0.51,21.91,2021/4/19,6,0.51,23.6582222,2021/7/9,87,0.633855124
478,688665,四方光电,2021/2/28,20210209,77.68,29.53,2021/2/9,-0.2,1.7,-1.13%,121.81,-0.27,0.07,64.57,2021/2/9,0,1.19,71.97,2021/3/1,20,1.44,92.13815308,2021/5/6,86,2.120154185
479,688667,菱电电控,2021/3/31,20210312,70.13,75.42,2021/3/12,0.4,4.4,0.51%,65.08,-0.17,-0.01,123.76,2021/3/12,0,0.64,137.18,2021/4/2,21,0.82,138.1724548,2021/5/6,55,0.832039974
480,688668,鼎通科技,2020/12/31,20201221,75.06,20.07,2020/12/21,0.2,-0.4,-10.94%,123.67,-0.14,-0.07,43.64,2020/12/21,0,1.17,43.64,2020/12/21,0,1.17,43.63638687,2020/12/21,0,1.17420961
481,688669,聚石化学,2021/1/31,20210125,67.93,36.65,2021/1/25,-0.3,0.3,-0.09%,42.84,-0.14,0.02,51.73,2021/1/25,0,0.41,51.73,2021/1/25,0,0.41,51.7326355,2021/1/25,0,0.411531664
483,688676,金盘科技,2021/3/31,20210309,75.89,10.1,2021/3/9,0.4,4.4,2.65%,141.09,-0.17,-0.04,23.60,2021/3/9,0,1.34,23.60,2021/3/9,0,1.34,23.60295868,2021/3/9,0,1.336926602
484,688677,海泰新光,2021/2/28,20210226,75.5,35.76,2021/2/26,-0.2,1.7,-0.29%,57.21,0.16,0.05,67.63,2021/3/2,4,0.89,77.24,2021/3/24,26,1.16,104.8090134,2021/5/25,88,1.930900821
485,688678,福立旺,2020/12/31,20201223,69.99,18.05,2020/12/23,0.2,-0.4,-7.11%,59.94,-0.10,-0.01,28.12,2020/12/23,0,0.56,28.12,2020/12/23,0,0.56,28.119627,2020/12/23,0,0.557874072
486,688679,通源环境,2020/12/31,20201225,70.25,12.05,2020/12/25,0.2,-0.4,-8.19%,57.84,-0.16,-0.03,18.52,2020/12/25,0,0.54,18.52,2020/12/25,0,0.54,18.51655579,2020/12/25,0,0.536643634
487,688680,海优新材,2021/1/31,20210122,75.83,69.94,2021/1/22,-0.3,0.3,-7.05%,211.7,-0.06,0.00,216.96,2021/1/22,0,2.10,216.96,2021/1/22,0,2.10,216.9620056,2021/1/22,0,2.10211618
488,688681,科汇股份,2021/6/30,20210616,68.07,9.56,2021/6/16,1.1,8.8,8.94%,157.43,-0.20,-0.02,24.39,2021/6/16,0,1.55,24.39,2021/6/16,0,1.55,24.39108276,2021/6/16,0,1.55136849
489,688682,霍莱沃,2021/4/30,20210420,84.45,45.72,2021/4/20,0.9,6.8,-5.27%,126.4,-0.17,0.04,73.15,2021/4/20,0,0.60,73.15,2021/4/20,0,0.60,123.4032822,2021/7/8,79,1.699109409
490,688683,莱尔科技,2021/4/30,20210412,73.03,9.51,2021/4/12,0.9,6.8,-3.30%,85.7,-0.08,-0.05,17.36,2021/4/12,0,0.83,17.36,2021/4/12,0,0.83,17.48944664,2021/6/28,77,0.839058532
491,688685,迈信林,2021/5/31,20210513,84.65,9.02,2021/5/13,1.3,9,12.65%,240.02,-0.06,-0.14,30.67,2021/5/13,0,2.40,30.67,2021/5/13,0,2.40,35.88000107,2021/7/26,74,2.977827169
492,688686,奥普特,2020/12/31,20201231,75.69,78.49,2020/12/31,0.2,-0.4,0.46%,176.21,0.19,0.05,182.39,2021/1/6,6,1.32,249.71,2021/1/27,27,2.18,249.7097473,2021/1/27,27,2.181421166
493,688687,凯因科技,2021/2/28,20210208,72.34,18.98,2021/2/8,-0.2,1.7,1.12%,121.29,-0.24,0.02,41.20,2021/2/8,0,1.17,41.20,2021/2/8,0,1.17,41.19856644,2021/2/8,0,1.170630476
494,688689,银河微电,2021/1/31,20210127,73.82,14.01,2021/1/27,-0.3,0.3,-5.68%,128.91,0.12,0.01,40.33,2021/2/1,5,1.88,40.33,2021/2/1,5,1.88,40.32950592,2021/2/1,5,1.878622835
495,688690,纳微科技,2021/6/30,20210623,80.25,8.07,2021/6/23,1.1,8.8,-1.24%,"1,273.98",0.04,-0.10,117.18,2021/6/29,6,13.52,117.38,2021/6/30,7,13.55,117.3820877,2021/6/30,7,13.54548794
496,688696,极米科技,2021/3/31,20210303,82.54,133.73,2021/3/3,0.4,4.4,-2.52%,296.33,0.00,0.16,430.15,2021/3/5,2,2.22,430.15,2021/3/5,2,2.22,522.0198975,2021/5/18,76,2.903536211
497,688697,纽威数控,2021/9/30,20210917,71.94,7.55,2021/9/17,0.7,10.7,-7.61%,197.62,-0.15,0.03,22.08,2021/9/17,0,1.92,22.08,2021/9/17,0,1.92,22.08043671,2021/9/17,0,1.924561153
498,688698,伟创电气,2020/12/31,20201229,80.91,10.75,2020/12/29,0.2,-0.4,0.46%,86.23,-0.03,-0.08,19.68,2020/12/29,0,0.83,20.64,2021/1/7,9,0.92,20.6401329,2021/1/7,9,0.920012363
499,688699,明微电子,2020/12/31,20201218,72.78,38.43,2020/12/18,0.2,-0.4,-2.46%,118.53,-0.15,-0.12,55.14,2020/12/18,0,0.43,55.14,2020/12/18,0,0.43,55.14363861,2020/12/18,0,0.434911231
500,688700,东威科技,2021/6/30,20210615,80.25,9.41,2021/6/15,1.1,8.8,4.41%,339.21,-0.23,0.04,40.92,2021/6/15,0,3.35,65.34,2021/7/6,21,5.94,67.14514923,2021/8/23,69,6.135510014
502,688707,振华新材,2021/9/30,20210914,77.21,11.75,2021/9/14,0.7,10.7,-1.18%,299.74,0.00,-0.13,46.75,2021/9/14,0,2.98,46.75,2021/9/14,0,2.98,55.04536057,2021/11/29,76,3.684711537
503,688711,宏微科技,2021/9/30,20210901,73.04,27.51,2021/9/1,0.7,10.7,-6.12%,179.53,0.31,-0.08,72.06,2021/9/2,1,1.62,75.13,2021/9/30,29,1.73,120.6728516,2021/11/22,82,3.386508599
504,688718,唯赛勃,2021/7/31,20210728,89.6,5.85,2021/7/28,1,9,1.21%,586.84,0.12,-0.14,45.10,2021/7/29,1,6.71,45.82,2021/8/9,12,6.83,45.81999969,2021/8/9,12,6.83247858
505,688722,同益中,2021/10/31,20211019,94.13,4.51,2021/10/19,1.5,13.5,-4.43%,262.08,-0.11,-0.06,16.33,2021/10/19,0,2.62,16.33,2021/10/19,0,2.62,16.57999992,2021/11/23,35,2.676274928
506,688728,格科微,2021/8/31,20210818,70.37,14.38,2021/8/18,0.8,9.5,-9.41%,145.13,0.10,-0.08,38.71,2021/8/19,1,1.69,38.71,2021/8/19,1,1.69,38.70999908,2021/8/19,1,1.691933177
507,688733,壹石通,2021/8/31,20210817,75.51,15.49,2021/8/17,0.8,9.5,10.26%,302.84,0.01,0.11,75.76,2021/8/23,6,3.89,100.55,2021/8/27,10,5.49,100.5471649,2021/8/27,10,5.491101673
508,688737,中自科技,2021/10/31,20211022,55.3,70.9,2021/10/22,1.5,13.5,2.72%,-6.87,-0.03,-0.04,65.48,2021/10/22,0,-0.08,65.48,2021/10/22,0,-0.08,65.48474884,2021/10/22,0,-0.076378719
509,688739,成大生物,2021/10/31,20211028,53,110,2021/10/28,1.5,13.5,-5.30%,-27.27,-0.01,0.01,78.57,2021/11/1,4,-0.29,79.30,2021/11/16,19,-0.28,79.29632568,2021/11/16,19,-0.279124312
,,,,,,,,,,,,,,,,,,,,,,,,,
